Name,team,salary,position,years,height,weight,bloodType,throw.by,batting.by,birth.place,birth.day,背番号,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,防御率,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS
戸根　千明,Giants,2e3,投手,4,174,97,A型,左,左,京都,1992-10-17,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
北村　拓己,Giants,800,内野手,1,181,85,A型,右,右,石川,1995-08-29,52,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,-2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
髙田　萌生,Giants,520,投手,2,178,75,A型,右,右,岡山,1998-07-04,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山本　泰寛,Giants,1800,内野手,3,176,76,B型,右,右,東京,1993-10-10,56,0.5,3,2,2,1,0,0,0,0,0,1,0,0,0.5,0.5,1,12.04,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
高木　京介,Giants,410,投手,7,183,86,AB型,左,左,石川,1989-09-05,57,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,0,0,0,0,0,28,5,8,0,4,0,1,7,7,2.4,5.12
立岡　宗一郎,Giants,2900,外野手,10,181,82,A型,右,左,熊本,1990-05-18,58,0.233,33,50,43,10,0,4,3,6,1,9,0,2,0.34,0.233,0.573,3.12,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
柿澤　貴裕,Giants,650,外野手,6,180,86,A型,右,左,鹿児島,1994-07-30,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
若林　晃弘,Giants,800,内野手,1,180,77,A型,右,両,東京,1993-08-26,60,0,6,7,6,0,0,0,0,1,0,3,0,0,0.143,0,0.143,-1.43,-0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中井　大介,Giants,2400,内野手,11,183,88,B型,右,右,三重,1989-11-27,61,0.211,50,84,76,16,1,6,0,5,2,21,1,3,0.277,0.316,0.593,2.45,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
篠原　慎平,Giants,1440,投手,4,186,95,A型,右,左,愛媛,1990-06-13,62,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,0,0,0,0,0,47,10,17,2,2,0,2,7,7,1.9,5.92
田中　俊太,Giants,800,内野手,1,178,80,O型,右,左,神奈川,1993-08-18,63,0.208,62,141,120,25,0,7,5,17,0,17,4,3,0.307,0.267,0.573,2.95,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大江　竜聖,Giants,500,投手,2,173,80,A型,左,左,神奈川,1999-01-15,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
辻　東倫,Giants,960,内野手,6,181,83,B型,右,左,三重,1994-08-11,65,0.111,7,9,9,1,0,0,0,0,0,1,0,1,0.111,0.111,0.222,-1.92,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
村上　海斗,Giants,800,外野手,1,189,95,B型,右,右,京都,1995-07-07,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
和田　恋,Giants,730,外野手,5,180,88,O型,右,右,高知,1995-09-26,67,0.125,5,8,8,1,0,0,0,0,0,4,0,0,0.125,0.125,0.25,-0.85,-0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
吉川　大幾,Giants,1360,内野手,8,176,75,A型,右,右,大阪,1992-08-21,68,0.167,61,15,12,2,0,0,5,2,0,4,1,0,0.286,0.167,0.452,4.05,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田中　貴也,Giants,440,捕手,4,178,80,O型,右,左,京都,1992-08-27,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田口　麗斗,Giants,9e3,投手,5,171,85,B型,左,左,広島,1995-09-14,90,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92,2,6,0,0,0.25,347,75,100,12,25,5,50,47,41,1.67,4.99
與那原　大剛,Giants,580,投手,3,189,87,A型,右,右,沖縄,1998-03-09,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
アダメス,Giants,300,投手,3,193,86,不明,右,右,ドミニカ共和国,1994-09-27,92,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,0,0,0,0,0,35,8,6,0,8,0,3,1,1,1.75,5.37
湯浅　大,Giants,480,内野手,1,172,70,A型,右,右,群馬,2000-01-24,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
河野　元貴,Giants,700,捕手,9,180,83,B型,右,左,福岡,1991-06-14,94,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,-2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
メルセデス,Giants,270,投手,2,188,82,不明,左,左,ドミニカ共和国,1994-03-08,95,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,1,47,12,11,0,1,0,6,0,0,1,2.37
廖任磊,Giants,720,投手,2,201,125,O型,右,右,台湾,1993-08-30,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
増田　大輝,Giants,440,内野手,3,172,68,A型,右,右,徳島,1993-07-29,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
青山　誠,Giants,420,外野手,5,185,88,O型,右,右,兵庫,1991-11-01,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
髙松　渡,Dragons,600,内野手,1,176,65,A型,右,左,兵庫,1999-07-02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
友永　翔太,Dragons,700,外野手,4,170,76,O型,右,左,神奈川,1991-04-01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
荒木　雅博,Dragons,7e3,内野手,23,180,77,A型,右,右,熊本,1977-09-13,2,0.282,23,39,39,11,1,2,0,0,0,10,0,0,0.282,0.462,0.744,4.86,4.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
高橋　周平,Dragons,1650,内野手,7,180,85,O型,右,左,神奈川,1994-01-18,3,0.251,77,280,255,64,4,34,0,20,0,49,4,6,0.304,0.376,0.681,3.81,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
藤井　淳志,Dragons,5500,外野手,13,183,82,O型,右,両,愛知,1981-05-20,4,0.219,58,82,73,16,0,13,0,5,0,18,0,1,0.256,0.26,0.516,2.13,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
阿部　寿樹,Dragons,1e3,内野手,3,185,80,B型,右,右,岩手,1989-12-03,5,0.217,18,26,23,5,0,4,0,3,0,3,0,1,0.308,0.348,0.656,3.28,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
平田　良介,Dragons,12e3,外野手,13,177,94,B型,右,右,大阪,1988-03-23,6,0.331,83,320,281,93,5,29,8,36,2,43,1,5,0.411,0.452,0.863,7.05,6.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大島　洋平,Dragons,18e3,外野手,9,176,75,A型,左,左,愛知,1985-11-09,8,0.266,85,390,361,96,5,27,11,25,3,50,1,1,0.319,0.38,0.698,4.35,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
石川　駿,Dragons,650,内野手,4,178,82,A型,右,右,滋賀,1990-05-26,9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,-2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小笠原　慎之介,Dragons,2100,投手,3,180,95,A型,左,左,神奈川,1997-10-08,11,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18,4,6,0,0,0.4,385,88.1,89,13,39,2,58,45,41,1.45,5.11
田島　慎二,Dragons,11e3,投手,7,181,84,B型,右,右,愛知,1989-12-21,12,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.04,0,4,15,1,0,129,28.1,27,3,17,2,13,19,19,1.55,5.27
岩瀬　仁紀,Dragons,7500,投手,20,181,84,AB型,左,左,愛知,1974-11-10,13,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,0,0,1,7,0,92,23,22,2,3,1,16,12,12,1.09,3.38
谷元　圭介,Dragons,8500,投手,10,167,72,A型,右,右,三重,1985-01-28,14,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,2,0,0,1,1,56,9.2,22,2,3,0,8,20,16,2.59,5.09
又吉　克樹,Dragons,8800,投手,5,181,74,A型,右,右,沖縄,1990-11-04,16,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38,2,3,0,8,0.4,109,24,32,3,11,0,15,17,17,1.79,4.87
柳　裕也,Dragons,1450,投手,2,180,85,A型,右,右,宮崎,1994-04-22,17,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,2,5,0,0,0.286,215,47.1,55,2,18,2,39,33,30,1.54,3.29
鈴木　翔太,Dragons,1200,投手,5,183,75,O型,右,右,静岡,1995-06-16,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
吉見　一起,Dragons,7500,投手,13,182,90,A型,右,右,京都,1984-09-19,19,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69,3,3,0,0,0.5,317,78,82,10,15,2,40,32,32,1.24,4.41
岡田　俊哉,Dragons,3100,投手,9,178,67,A型,左,左,和歌山,1991-12-05,21,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.45,0,0,0,3,0,48,9.2,12,1,8,0,7,9,8,2.07,5.5
大野　雄大,Dragons,8e3,投手,8,183,83,O型,左,左,京都,1988-09-26,22,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.46,0,2,0,0,0,106,22.1,25,5,17,0,15,22,21,1.88,6.97
遠藤　一星,Dragons,1200,外野手,4,182,83,O型,右,左,東京,1989-03-23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
福谷　浩司,Dragons,2800,投手,6,183,90,B型,右,右,愛知,1991-01-09,24,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,0,1,0,0,0,35,7.2,9,0,3,0,9,4,4,1.57,1.95
佐藤　優,Dragons,1100,投手,3,187,85,O型,右,左,宮城,1993-06-29,25,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.38,0,1,0,3,0,50,12.1,7,1,5,1,11,6,6,0.97,3.85
井領　雅貴,Dragons,900,外野手,4,174,82,O型,右,左,千葉,1989-11-04,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大野　奨太,Dragons,5100,捕手,10,177,78,O型,右,右,岐阜,1987-01-13,27,0.207,55,142,116,24,2,8,0,17,1,26,8,2,0.313,0.319,0.632,3.33,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
丸山　泰資,Dragons,720,投手,2,176,80,O型,右,右,愛知,1995-02-05,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山井　大介,Dragons,7200,投手,17,179,86,A型,右,右,大阪,1978-05-10,29,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72,3,3,0,0,0.5,187,46,39,7,12,1,32,19,19,1.11,4.55
阿知羅　拓馬,Dragons,800,投手,5,190,95,B型,右,右,大阪,1992-11-20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
野本　圭,Dragons,980,内野手,10,180,83,B型,左,左,岡山,1984-07-07,31,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,-2.77,-2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
石垣　雅海,Dragons,540,内野手,2,181,85,B型,右,右,山形,1998-09-21,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
祖父江　大輔,Dragons,2900,投手,5,175,80,B型,右,左,愛知,1987-08-11,33,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62,1,1,0,10,0.5,146,34.1,31,2,14,0,28,12,10,1.31,3.47
福　敬登,Dragons,1e3,投手,3,180,88,O型,左,左,兵庫,1992-06-16,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
木下　拓哉,Dragons,1200,捕手,3,183,92,B型,右,右,高知,1991-12-18,35,0.12,16,28,25,3,1,2,0,3,0,9,0,0,0.214,0.28,0.494,1.7,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
石岡　諒太,Dragons,700,内野手,3,187,90,A型,左,左,兵庫,1992-05-25,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
三ツ俣　大樹,Dragons,700,内野手,8,177,84,O型,右,右,東京,1992-05-11,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
松井　雅人,Dragons,2e3,捕手,9,179,81,A型,右,左,群馬,1987-11-19,38,0.226,52,131,106,24,2,11,0,18,1,20,5,2,0.341,0.311,0.653,3.83,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
武山　真吾,Dragons,1500,捕手,16,179,88,O型,右,右,愛知,1984-06-22,39,1,6,1,1,1,0,2,0,0,0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
石川　翔,Dragons,700,投手,1,179,81,B型,右,左,東京,1999-12-14,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
浅尾　拓也,Dragons,5600,投手,12,182,78,A型,右,右,愛知,1984-10-22,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
アルモンテ,Dragons,5e3,外野手,1,183,98,不明,右,両,ドミニカ共和国,1989-06-10,42,0.3,86,365,330,99,11,50,1,31,1,67,0,7,0.359,0.476,0.835,6.19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
三ツ間　卓也,Dragons,1200,投手,3,183,92,A型,右,右,群馬,1992-07-22,43,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,0,0,0,0,13,2,3,1,3,2,3,6,6,3,14.12
モヤ,Dragons,5e3,外野手,1,201,117,不明,右,両,プエルトリコ,1991-08-09,44,0.304,45,100,92,28,3,16,0,6,1,25,0,1,0.35,0.446,0.796,5.61,5.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
杉山　翔大,Dragons,2e3,捕手,6,173,80,O型,右,右,千葉,1991-02-10,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
鈴木　博志,Dragons,1500,投手,1,181,95,A型,右,右,静岡,1997-03-22,46,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92,4,4,3,11,0.5,168,39,37,6,17,1,33,20,17,1.38,4.74
笠原　祥太郎,Dragons,1200,投手,2,177,85,A型,左,左,新潟,1995-03-17,47,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08,0,3,0,0,0,215,47.1,52,7,24,2,39,32,32,1.61,4.98
溝脇　隼人,Dragons,650,内野手,6,179,75,O型,右,左,熊本,1994-05-17,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
伊藤　康祐,Dragons,550,外野手,1,174,75,AB型,右,右,愛知,2000-02-03,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
清水　達也,Dragons,600,投手,1,182,83,AB型,右,右,埼玉,1999-11-03,50,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,10,2,3,0,2,0,2,2,2,2.5,4.12
京田　陽太,Dragons,4e3,内野手,2,184,83,O型,右,左,石川,1994-04-20,51,0.241,87,376,349,84,3,28,15,9,3,60,14,7,0.265,0.321,0.586,2.55,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
加藤　匠馬,Dragons,550,捕手,4,175,76,B型,右,右,三重,1992-04-29,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
亀澤　恭平,Dragons,2600,内野手,7,174,77,B型,右,左,岡山,1988-10-15,53,0.29,67,113,100,29,0,6,3,9,1,12,3,1,0.355,0.31,0.665,4.14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
藤嶋　健人,Dragons,540,投手,2,177,85,O型,右,右,愛知,1998-05-08,54,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59,1,1,0,0,0.5,144,33.1,32,3,12,0,21,17,17,1.32,4.11
福田　永将,Dragons,3600,内野手,12,181,88,O型,右,右,神奈川,1988-07-23,55,0.271,80,305,277,75,8,37,0,23,3,71,0,10,0.331,0.412,0.743,4.51,4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
松井　佑介,Dragons,1600,外野手,9,185,87,O型,右,右,大阪,1987-07-10,56,0.083,11,12,12,1,0,0,0,0,0,8,0,0,0.083,0.083,0.167,-1.61,-1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小川　龍也,Dragons,1200,投手,9,182,80,A型,左,左,千葉,1991-09-03,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
谷　哲也,Dragons,1300,内野手,11,180,78,A型,右,右,徳島,1985-07-09,58,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,-2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山本　拓実,Dragons,550,投手,1,167,71,A型,右,右,兵庫,2000-01-31,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ジー,Dragons,12e3,投手,1,185,92,不明,右,右,アメリカ,1986-04-28,60,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,3,0,0,0,111,27,26,5,7,2,16,14,12,1.22,5.34
若松　駿太,Dragons,2500,投手,6,182,82,AB型,右,右,福岡,1995-02-28,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
工藤　隆人,Dragons,2100,外野手,14,172,75,A型,左,左,青森,1981-03-30,62,0.333,47,8,6,2,0,1,3,0,1,4,1,0,0.429,0.333,0.762,5.48,5.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
堂上　直倫,Dragons,3e3,内野手,12,184,86,O型,右,右,愛知,1988-09-23,63,0.25,47,39,32,8,0,5,0,3,1,7,2,1,0.324,0.25,0.574,2.77,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小熊　凌祐,Dragons,1200,投手,10,178,84,B型,右,右,滋賀,1990-08-11,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
伊藤　準規,Dragons,1700,投手,10,187,80,B型,右,左,愛知,1991-01-07,65,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,2,0,0,1,1,65,13.2,13,2,11,2,6,6,6,1.76,7
ビシエド,Dragons,17e3,内野手,3,185,108,不明,右,右,キューバ,1989-03-10,66,0.307,80,339,303,93,13,57,1,27,7,42,0,13,0.375,0.505,0.88,6.19,6.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
近藤　弘基,Dragons,810,外野手,4,179,78,A型,右,右,愛知,1993-02-12,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桂　依央利,Dragons,1130,捕手,5,185,90,B型,右,右,大阪,1991-07-09,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ガルシア,Dragons,5e3,投手,1,190,104,不明,左,左,キューバ,1989-08-02,70,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,10,4,0,0,0.714,414,99.2,72,5,51,4,87,28,25,1.23,3.68
木下　雄介,Dragons,300,投手,2,183,80,A型,右,右,大阪,1993-10-10,98,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0,0,0,0,0,43,10,9,1,5,0,13,5,5,1.4,3.32
松坂　大輔,Dragons,1500,投手,12,183,93,O型,右,右,東京,1980-09-13,99,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,3,3,0,0,0.5,165,37.1,26,1,22,3,35,12,10,1.29,3.6
浜田　智博,Dragons,563,投手,4,184,80,O型,左,左,宮崎,1992-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
